Restaurant ID,Restaurant Name,City,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating text,Votes
18352288,Mittal Restaurant & Fast Food,New Delhi,76.9852777,28.6091697,"Fast Food, South Indian, Mithai",400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18349914,NBC Nirankari Bakers,New Delhi,76.9753189,28.6112347,"Pizza, Fast Food, Bakery",200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18430569,Pind Balluchi,New Delhi,77.0117519,28.6179639,"North Indian, Mughlai",800,Indian Rupees(Rs.),Yes,No,No,2,0,Not rated,0
18361211,Prem Chinese Fast Food,New Delhi,76.9654941,28.6090439,Chinese,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18471287,Punjabi Rasoi,New Delhi,76.9622191,28.6359913,Fast Food,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
304393,Punjabi Special,New Delhi,76.9923844,28.6098677,North Indian,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18361217,Radhe Shyam Dhaba,New Delhi,76.9638597,28.609072,North Indian,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
5483,Raj Rasoi,New Delhi,76.9910765,28.6127374,North Indian,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
9271,Raju De Special Paneer Wale,New Delhi,76.9856215,28.6100946,North Indian,50,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
304610,Sangeeta Dhaba,New Delhi,77.0076551,28.6164413,North Indian,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
303537,Sat Narayan Fast Food,New Delhi,76.9753796,28.6112432,"Mithai, Chinese",150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18430576,Shahi Chicken Point,New Delhi,76.993457,28.5905484,Mughlai,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
304405,Sharma Sweets,New Delhi,76.9838181,28.6169779,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18471313,Shere Hind Chicken Corner,New Delhi,76.9856129,28.6088552,Mughlai,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
306710,Shiv Shakti Dhaba,New Delhi,76.9909045,28.6123474,North Indian,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18430570,Shree Shyam Sweets,New Delhi,76.9879296,28.6024678,Street Food,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
303497,Shri Shyam Ji Shudh Shakahari Bhojnalaya,New Delhi,76.9748922,28.6112536,North Indian,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18270343,Sky Hawk,New Delhi,76.9877493,28.6032958,"North Indian, Chinese, Continental",600,Indian Rupees(Rs.),No,No,No,2,0,Not rated,1
18361200,Snack Shack,New Delhi,76.9711827,28.6101996,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18261678,Soya Bite's,New Delhi,76.9840836,28.6150289,North Indian,350,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18317507,Soya Bite's,New Delhi,76.9909279,28.6124522,North Indian,350,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
9269,Taj Mahal Dhaba,New Delhi,76.9932051,28.5906226,North Indian,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18363067,Yadav Sweets,New Delhi,76.9797118,28.613206,Mithai,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18371421,Yummy Chinese Food,New Delhi,77.0007571,28.5914718,Chinese,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
304809,Aggarwal Sweets Corner,New Delhi,77.08195768,28.69273348,Mithai,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
304769,Anand Sweets,New Delhi,77.0690735,28.6827398,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
304803,Annapurna Sweets Palace,New Delhi,77.0820784,28.6934044,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18261151,Aujla's Punjabi Zaika,New Delhi,77.0700586,28.6521647,"North Indian, Chinese, Mughlai",400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18464636,Baba Ji,New Delhi,77.06540443,28.67897397,Fast Food,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18017260,Babu Soup Wala,New Delhi,77.0681466,28.6818432,North Indian,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
304753,Baketown By Gagan Bakers,New Delhi,77.05472823,28.68232512,"Fast Food, Bakery",200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18464641,Bala Ji Rasoi,New Delhi,77.06247076,28.67583363,North Indian,350,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
304822,Bansiwala Sweets & Caterers,New Delhi,77.02933475,28.68263808,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18312665,Best Chicken Corner,New Delhi,77.0688571,28.6823752,North Indian,650,Indian Rupees(Rs.),No,No,No,2,0,Not rated,0
9181,Bhardwaj Bakery,New Delhi,77.06424572,28.67784092,"Bakery, Pizza",100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18435332,Bikaner Sweets & Restaurant,New Delhi,77.0820767,28.6927975,"Mithai, Street Food, North Indian",450,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18261710,Classic Chef Corner,New Delhi,77.03108288,28.68202569,"Chinese, North Indian",400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18312662,Dabas Ke Special Chole Bhature,New Delhi,77.0287839,28.68247071,Street Food,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18322599,Daily Belly,New Delhi,77.0408396,28.6821182,"North Indian, South Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
9226,Deep Bakery And Cake,New Delhi,77.066475,28.6803916,"Bakery, Desserts",100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18434072,Dhaba NH10,New Delhi,0,0,"North Indian, Chinese",200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
305699,Dilkhush Dhaba,New Delhi,77.0695034,28.6819199,North Indian,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
9194,Do Bhai Paneer Wale And Sweets,New Delhi,77.0662951,28.6801056,Bakery,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
304888,Dosa and Pizza Corner,New Delhi,77.0690832,28.6833297,"South Indian, Pizza, Chinese",150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
306177,Gulati Ki Rasoi,New Delhi,77.0719688,28.69123205,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18261708,JMD Family Restaurant,New Delhi,77.0228319,28.6467438,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
9173,Jyoti Sweets,New Delhi,77.0625067,28.6761455,Mithai,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
304831,Khana Khazana,New Delhi,77.07009997,28.68654323,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
9176,Krishna Panjabi Rasoi,New Delhi,77.06082389,28.6743958,North Indian,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18233572,Lazeez Zaika,New Delhi,77.0528602,28.6646411,"North Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18464649,Mannat Chinese Fast Food,New Delhi,77.02514146,28.64669598,"Chinese, Bakery",300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18375389,Pizza Hot,New Delhi,77.04071805,28.68209451,"Italian, Fast Food, South Indian",300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18466387,Raju Fast Food,New Delhi,77.06034612,28.66742137,"Street Food, Fast Food",250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
304782,Ramesh Caterers & Dhaba,New Delhi,77.0721833,28.6536022,North Indian,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18261719,Sethi's Express,New Delhi,77.0713543,28.6529874,"South Indian, North Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18466389,Shahi Chicken Biryani Corner,New Delhi,77.08171561,28.69252378,Biryani,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18378051,Spicy Curry,New Delhi,77.0672844,28.6812756,North Indian,350,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
7484,Super Star Restaurant,New Delhi,77.053748,28.66539,North Indian,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18464634,Swagi Food Corner,New Delhi,77.06931744,28.68172684,"Chinese, Fast Food",250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18464647,Taoji Ke Amratsari Naan,New Delhi,77.02335276,28.64712056,"Fast Food, North Indian",200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18371391,TCW Chaat Point,New Delhi,77.0642756,28.6779685,Street Food,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18017240,The Food Express,New Delhi,77.064828,28.678402,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18464640,The Pizza Family,New Delhi,77.06413608,28.67799829,Pizza,350,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18261161,The Regal Chicken Corner,New Delhi,77.0626796,28.6763063,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18464638,Welcome Rasoi,New Delhi,77.0654346,28.67898074,"North Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
302694,Agarwal Sweets,New Delhi,77.1384794,28.6321812,Mithai,150,Indian Rupees(Rs.),No,No,No,1,3,Average,8
18358184,Aurangzeb Rd,New Delhi,77.136724,28.6282528,"North Indian, Mughlai",500,Indian Rupees(Rs.),No,Yes,Yes,2,3.4,Average,23
8715,Bengali Sweet Corner,New Delhi,77.1384323,28.6324507,"South Indian, Street Food, Desserts",200,Indian Rupees(Rs.),No,No,No,1,3,Average,7
641,Cafe Coffee Day,New Delhi,77.1367966,28.6287097,Cafe,450,Indian Rupees(Rs.),No,No,No,1,2.6,Average,23
308033,Chinese K. Food,New Delhi,77.1462701,28.6276292,Chinese,300,Indian Rupees(Rs.),No,No,No,1,2.9,Average,4
307099,Chocowell,New Delhi,77.137174,28.628999,"Desserts, Bakery",150,Indian Rupees(Rs.),No,No,No,1,3.2,Average,15
18312575,Choice,New Delhi,77.1341651,28.6256939,"South Indian, North Indian",500,Indian Rupees(Rs.),No,No,No,2,3,Average,4
18312652,Desi Street,New Delhi,77.1354441,28.6233571,"North Indian, South Indian, Chinese",350,Indian Rupees(Rs.),No,No,No,1,3.1,Average,13
310666,Enigma Lounge,New Delhi,77.1384175,28.6309493,"Chinese, North Indian",750,Indian Rupees(Rs.),No,No,No,2,2.8,Average,8
7434,Flavors Of London,New Delhi,77.1380897,28.6199849,"Desserts, Ice Cream, Fast Food",200,Indian Rupees(Rs.),No,No,No,1,3,Average,7
305859,Frontier,New Delhi,77.137511,28.6298959,Bakery,200,Indian Rupees(Rs.),No,No,No,1,3,Average,4
308037,Green Chick Chop,New Delhi,77.1385567,28.631853,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,No,1,3.2,Average,16
18435837,Hot House Grill,New Delhi,77.1556191,28.6238474,Fast Food,300,Indian Rupees(Rs.),No,Yes,No,1,3.2,Average,10
18441658,Kanshi Ram Chole Kulche Wala,New Delhi,77.1559168,28.6242844,Street Food,150,Indian Rupees(Rs.),No,No,No,1,3.4,Average,13
558,Kents Fast Food,New Delhi,77.1381832,28.6327034,"North Indian, Chinese, Fast Food",900,Indian Rupees(Rs.),No,No,No,2,2.8,Average,12
300485,Paharia Meat & Chicken Shop,New Delhi,77.1468968,28.6314816,North Indian,250,Indian Rupees(Rs.),No,No,No,1,2.8,Average,12
7416,Palji Corner,New Delhi,77.148368,28.6323154,North Indian,150,Indian Rupees(Rs.),No,No,No,1,3.3,Average,30
301927,Paratha Hi Paratha,New Delhi,77.1365287,28.6203669,North Indian,100,Indian Rupees(Rs.),No,No,No,1,3.1,Average,10
18288199,Picasso Roof Top,New Delhi,77.1354417,28.6268623,"Continental, European, North Indian",1100,Indian Rupees(Rs.),Yes,No,No,3,3.1,Average,15
301931,RK Dosa,New Delhi,77.1451395,28.6285958,South Indian,150,Indian Rupees(Rs.),No,No,No,1,2.8,Average,12
311385,Sandoz,New Delhi,77.1371626,28.6291147,"Chinese, North Indian",600,Indian Rupees(Rs.),No,Yes,No,2,2.6,Average,32
18175322,Sardar Ji,New Delhi,0,0,"North Indian, Mughlai",120,Indian Rupees(Rs.),No,No,No,1,3,Average,7
7419,Satkar Fast Food,New Delhi,77.1462754,28.6276237,North Indian,200,Indian Rupees(Rs.),No,No,No,1,2.8,Average,20
9280,Sweetheart Cupcakes,New Delhi,0,0,Desserts,150,Indian Rupees(Rs.),No,No,No,1,3.1,Average,21
18241874,The Earthen Grill,New Delhi,77.1556452,28.6238747,"North Indian, Mughlai, Awadhi",350,Indian Rupees(Rs.),No,No,No,1,3.2,Average,14
303250,Twenty Four Seven,New Delhi,77.1375944,28.6299888,"Fast Food, North Indian",300,Indian Rupees(Rs.),No,No,No,1,2.8,Average,14
313163,A Patisseries Gallery,New Delhi,77.14178972,28.6286201,"Bakery, Desserts",200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18398504,Aggarwal Bikaneri Sweets,New Delhi,77.14808,28.6322418,Mithai,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
301932,Aggarwal Sweets & Bakers,New Delhi,77.1357642,28.6223499,"Desserts, Street Food",200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18312572,Avatar Da Dhaba,New Delhi,77.1364744,28.6205175,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18371399,Bengali Restaurant,New Delhi,77.1358184,28.6223489,"Bengali, Chinese",150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18431177,Biryani Express,New Delhi,77.136788,28.6286826,Biryani,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18371405,Brahm Point Fast Food,New Delhi,77.137828,28.6319525,"Fast Food, Chinese",150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
312926,Chinese Hot,New Delhi,77.1558888,28.6244092,Chinese,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18349241,Curry Man,New Delhi,0,0,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18431181,Diya Chinese Food,New Delhi,77.146829,28.6312058,Chinese,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18431187,Foodies,New Delhi,77.1362918,28.6220182,Chinese,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18393288,Fresh Meat CO,New Delhi,77.1368633,28.6281257,"Raw Meats, Fast Food",300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
8718,Hans Fast Food Center,New Delhi,77.1383317,28.6317769,"Fast Food, Desserts",150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18462571,Happy Hours,New Delhi,77.1357857,28.6223096,"Chinese, Fast Food",200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18460302,Khalsa Eating Point,New Delhi,77.1470434,28.6271441,North Indian,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18431183,Krishna Yummy Foods,New Delhi,77.1469131,28.6311566,North Indian,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
301925,Laxmi Dhaba,New Delhi,77.136184,28.6204842,North Indian,100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
301885,Milan Shudh Vaishno,New Delhi,77.134618,28.6253211,North Indian,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,3
18295497,Milko Sweets Corner,New Delhi,77.1356151,28.622227,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18460299,New Punjabi Chaap Corner,New Delhi,77.1465469,28.6308841,Chinese,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
1973,Nik's Chawla Chik Inn,New Delhi,77.1371165,28.6292946,"North Indian, Fast Food",600,Indian Rupees(Rs.),No,No,No,2,0,Not rated,2
18369770,Paras Corner,New Delhi,77.1468595,28.6314962,Chinese,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
312848,Punjabi Tadka,New Delhi,77.146539,28.6296677,North Indian,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18474850,Sardar A Pure Meat Shop,New Delhi,0,0,"Raw Meats, Fast Food, North Indian",150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18429186,Shahi Hyderbadi Biryani,New Delhi,77.1363776,28.6213659,Mughlai,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18312656,Shashi's China Wok,New Delhi,0,0,Chinese,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
18416741,Urban Palate,New Delhi,77.1350843,28.6267926,Fast Food,300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18425182,Wrapss,New Delhi,0,0,"Chinese, Fast Food",350,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18464625,China Kitchen,New Delhi,77.12731652,28.84061467,"Chinese, North Eastern",350,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18435330,Chowringhee,New Delhi,77.0356003,28.8002781,Fast Food,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18435326,D-Food,New Delhi,77.04952508,28.80619877,"Chinese, Fast Food, Bakery",500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,0
18464648,Kith N Kin Cafeteria,New Delhi,77.09081333,28.84056856,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18464629,Lazeez Rasoi,New Delhi,77.08952788,28.85517216,"Chinese, North Indian",300,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18435322,Red Rose Restaurant,New Delhi,77.0880292,28.85192847,Fast Food,450,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
18014151,Shri Bikaner Sweets & Restaurant,New Delhi,77.03510278,28.79751667,"North Indian, Chinese, South Indian",500,Indian Rupees(Rs.),No,No,No,2,0,Not rated,0
18375378,Welcome Family Restaurant,New Delhi,77.0895081,28.85510345,"North Indian, South Indian",400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
310408,Al Bake,New Delhi,77.252055,28.5489159,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,No,1,2.7,Average,38
1185,Americana Kitchen and Bar,New Delhi,77.2509774,28.5501583,"American, Tex-Mex, Italian, Mexican, North Indian",1900,Indian Rupees(Rs.),Yes,No,No,3,2.8,Average,105
5536,Bawa Snacks Corner,New Delhi,77.2541182,28.548633,North Indian,150,Indian Rupees(Rs.),No,No,No,1,2.8,Average,11
18393213,Bhimsain's Bengali Sweet House,New Delhi,77.2515162,28.5478786,"Mithai, North Indian, Street Food, Chinese, South Indian, Indian",450,Indian Rupees(Rs.),No,No,No,1,2.9,Average,4
308336,Cafe Coffee Day,New Delhi,77.2531326,28.5490183,Cafe,450,Indian Rupees(Rs.),No,No,No,1,3.1,Average,13
637,Cafe Coffee Day,New Delhi,77.2507978,28.549693,Cafe,450,Indian Rupees(Rs.),No,Yes,No,1,3,Average,38
313159,Dolce Gelato,New Delhi,77.2524142,28.5478742,"Ice Cream, Beverages, Fast Food",300,Indian Rupees(Rs.),No,Yes,No,1,3.2,Average,9
3608,Domino's Pizza,New Delhi,77.2510672,28.5501668,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,2,3,Average,71
3636,Gopala,New Delhi,77.2523434,28.5484867,"North Indian, Street Food",150,Indian Rupees(Rs.),No,No,No,1,3,Average,12
312790,New Punjabi Khana,New Delhi,77.2528555,28.5486641,North Indian,200,Indian Rupees(Rs.),No,No,No,1,3.1,Average,8
5537,New Vishal Corner,New Delhi,77.252055,28.5482884,"North Indian, Street Food, Fast Food",250,Indian Rupees(Rs.),No,No,No,1,3.1,Average,14
308347,Punjabi Khana,New Delhi,77.2531326,28.5492872,North Indian,200,Indian Rupees(Rs.),No,No,No,1,3.2,Average,14
2602,Rajshree,New Delhi,77.2509473,28.5491128,"South Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,1,3.1,Average,11
3638,Snack Junction,New Delhi,77.2522346,28.5485744,"North Indian, Chinese",250,Indian Rupees(Rs.),No,No,No,1,3,Average,27
18017281,Sona,New Delhi,77.251606,28.5483354,"North Indian, South Indian, Fast Food",400,Indian Rupees(Rs.),No,No,No,1,3.4,Average,29
3607,Southy,New Delhi,77.250474,28.549901,South Indian,450,Indian Rupees(Rs.),No,Yes,No,1,2.5,Average,94
3069,The First Floor,New Delhi,77.2526836,28.5487963,"North Indian, Chinese",1000,Indian Rupees(Rs.),Yes,Yes,No,3,3.1,Average,14
18268390,Hype,New Delhi,77.2498998,28.5498766,"Finger Food, Italian, Middle Eastern",4700,Indian Rupees(Rs.),No,No,No,4,3.7,Good,142
196,McDonald's,New Delhi,77.251157,28.5501754,"Fast Food, Burger",500,Indian Rupees(Rs.),No,Yes,No,2,3.7,Good,177
5487,New Punjabi Khana,New Delhi,77.250708,28.5490569,North Indian,200,Indian Rupees(Rs.),No,No,No,1,3.9,Good,104
308331,Pizza Hut Delivery,New Delhi,77.2510672,28.5498979,"Italian, Pizza, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,2,3.6,Good,103
18126080,Shree Rathnam,New Delhi,77.2511424,28.5490976,"South Indian, North Indian, Chinese",800,Indian Rupees(Rs.),No,No,No,2,3.6,Good,58
148,Subway,New Delhi,77.251157,28.5501754,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,No,No,2,3.6,Good,142
18412898,Al Mughal,New Delhi,77.2521897,28.5487046,Mughlai,250,Indian Rupees(Rs.),No,No,No,1,0,Not rated,2
5528,Anupama Restaurant,New Delhi,77.2515162,28.5478786,North Indian,150,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
17953929,Cafe Einstein,New Delhi,77.2512468,28.5473151,"North Indian, Fast Food",550,Indian Rupees(Rs.),No,No,No,2,0,Not rated,1
18355121,Delicious Eating Corner,New Delhi,77.2511121,28.5471678,North Indian,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
9210,Gupta Rasoi,New Delhi,77.2500794,28.5494455,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
2703,Paras Chicken Point,New Delhi,77.2512019,28.547266,North Indian,400,Indian Rupees(Rs.),No,No,No,1,0,Not rated,1
18478963,Ralhan Eating Corner,New Delhi,77.2509547,28.5471755,North Indian,200,Indian Rupees(Rs.),No,No,No,1,0,Not rated,0
2232,Pind Balluchi,New Delhi,77.2513366,28.549027,"North Indian, Mughlai",1000,Indian Rupees(Rs.),Yes,Yes,No,3,2.4,Poor,184
2775,Oh! Calcutta,New Delhi,77.2506182,28.5501242,"Bengali, Seafood",1400,Indian Rupees(Rs.),Yes,Yes,No,3,4.4,Very Good,1293
311623,Alcoholic Lounge & Bar,New Delhi,77.1483815,28.6916888,Finger Food,1800,Indian Rupees(Rs.),Yes,No,No,3,2.8,Average,21
311077,Baljeet's Amritsari Koolcha,New Delhi,77.1496283,28.693387,North Indian,300,Indian Rupees(Rs.),No,No,No,1,3.1,Average,110
492,Bikanervala,New Delhi,77.152022,28.6912959,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,Indian Rupees(Rs.),No,Yes,No,2,3.4,Average,89
304030,Cafe Coffee Day,New Delhi,77.1528753,28.6926578,Cafe,450,Indian Rupees(Rs.),No,No,No,1,3.3,Average,32
18366028,Chicago Pizza,New Delhi,77.1497297,28.6937883,"Fast Food, Italian, Pizza",500,Indian Rupees(Rs.),No,Yes,No,2,3.4,Average,42
18168143,Cocoberry,New Delhi,77.1499993,28.6936352,Desserts,300,Indian Rupees(Rs.),No,Yes,No,1,3.3,Average,32
18294246,Dilli Chaap Wale,New Delhi,77.1499993,28.6937247,"North Indian, Fast Food",450,Indian Rupees(Rs.),No,No,No,1,3.4,Average,24
2370,Dips,New Delhi,77.1499094,28.6937161,"South Indian, Chinese",300,Indian Rupees(Rs.),No,No,No,1,2.8,Average,23
3893,Domino's Pizza,New Delhi,77.1506285,28.6936956,"Pizza, Fast Food",700,Indian Rupees(Rs.),No,No,No,2,3.4,Average,85
5366,Gullu's,New Delhi,77.1522462,28.6913437,"North Indian, Mughlai",550,Indian Rupees(Rs.),No,No,No,2,2.9,Average,45
18037828,Hashtag Foods,New Delhi,77.1493702,28.6933956,"Fast Food, Beverages",300,Indian Rupees(Rs.),No,Yes,No,1,3.4,Average,80
2377,Mini Meals,New Delhi,77.1497297,28.6938779,"North Indian, South Indian, Fast Food",300,Indian Rupees(Rs.),No,No,No,1,2.7,Average,66
18384151,No Name - Taste Hi Kaafi Hai,New Delhi,77.1499993,28.6940829,"Burger, Fast Food",400,Indian Rupees(Rs.),No,Yes,No,1,3.2,Average,31
2966,Pind Balluchi,New Delhi,77.150756,28.6934012,"North Indian, Mughlai",1000,Indian Rupees(Rs.),Yes,Yes,No,3,2.7,Average,261
257,Pizza Hut,New Delhi,77.1496398,28.6941379,"Italian, Pizza, Fast Food",1000,Indian Rupees(Rs.),No,Yes,No,3,3.3,Average,211
2380,Raj Bhature wala,New Delhi,77.1497297,28.6937883,"North Indian, Fast Food, Chinese",350,Indian Rupees(Rs.),No,Yes,No,1,3.4,Average,84
18285222,Rolls Tiger,New Delhi,77.1512576,28.6933978,Fast Food,450,Indian Rupees(Rs.),No,Yes,No,1,3.4,Average,49
309463,SGF - Spice Grill Flame,New Delhi,77.1494601,28.6934043,"North Indian, Chinese",500,Indian Rupees(Rs.),No,Yes,No,2,3.4,Average,80
18219550,Smoksha Cafe and Lounge,New Delhi,77.1495499,28.6941293,"Cafe, Chinese",600,Indian Rupees(Rs.),No,No,No,2,3.4,Average,60
3230,Subway,New Delhi,77.1519316,28.6953879,"American, Fast Food, Salad, Healthy Food",500,Indian Rupees(Rs.),No,Yes,No,2,3.4,Average,131
309542,Sura Vie,New Delhi,77.1501341,28.6937824,"North Indian, Italian, Chinese, Thai",1400,Indian Rupees(Rs.),Yes,Yes,No,3,3.4,Average,391
2965,Billu's Hut,New Delhi,77.1496398,28.6936006,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,No,No,1,3.9,Good,813
3372,BTW,New Delhi,77.1499094,28.6937161,Street Food,200,Indian Rupees(Rs.),No,No,No,1,3.7,Good,459
312223,Burger King,New Delhi,77.151707,28.6930828,"Burger, Fast Food",500,Indian Rupees(Rs.),No,Yes,No,2,3.6,Good,426
8828,Cafe Coffee Day,New Delhi,77.1511677,28.6934788,Cafe,450,Indian Rupees(Rs.),No,No,No,1,3.5,Good,50
2524,Chills 'n' Grills,New Delhi,77.1499094,28.6937161,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,Yes,No,1,3.6,Good,69
18458640,Fusion N Food,New Delhi,77.1518301,28.6927106,Fast Food,300,Indian Rupees(Rs.),No,No,No,1,3.8,Good,22
2532,Giani,New Delhi,77.1499993,28.6936352,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,Yes,No,1,3.6,Good,87
5368,Hot Spot,New Delhi,77.1496398,28.6937797,"Fast Food, North Indian, Beverages",400,Indian Rupees(Rs.),No,No,No,1,3.8,Good,201
18272383,La Americana,New Delhi,77.1516171,28.6931637,"Fast Food, Burger",450,Indian Rupees(Rs.),No,Yes,No,1,3.6,Good,139
